settlement_id,transaction_id,settlement_date,settlement_amount
SET2017705,TXN1019483,2025-02-16,51.24
SET2017706,TXN1019484,2025-07-30,32.51
SET2017707,TXN1019485,2025-12-28,120.11
SET2017708,TXN1019486,2025-08-23,142.14
SET2017709,TXN1019487,2025-09-30,86.31
SET2017710,TXN1019488,2025-10-21,70.61
SET2017711,TXN1019489,2025-01-14,35.66
SET2017712,TXN1019490,2025-10-18,97.89
SET2017713,TXN1019491,2025-03-30,40.13
SET2017714,TXN1019492,2025-08-31,24.1
SET2017715,TXN1019493,2025-12-26,164.1
SET2017716,TXN1019495,2025-06-01,14.62
SET2017717,TXN1019496,2025-11-02,190.04
SET2017718,TXN1019497,2025-08-14,16.52
SET2017719,TXN1019498,2025-02-19,48.82
SET2017720,TXN1019499,2025-03-29,27.76
SET2017721,TXN1019500,2025-12-16,37.37
SET2017722,TXN1019502,2025-11-22,61.48
SET2017723,TXN1019503,2025-05-21,88.94
SET2017724,TXN1019504,2025-04-28,125.51
SET2017725,TXN1019505,2025-10-22,39.75
SET2017726,TXN1019506,2025-01-08,157.61
SET2017727,TXN1019507,2025-11-24,90.09
SET2017728,TXN1019508,2025-08-09,121.88
SET2017729,TXN1019509,2025-08-19,37.34
SET2017730,TXN1019511,2025-12-24,66.21
SET2017731,TXN1019512,2025-10-02,164.65
SET2017732,TXN1019513,2025-01-20,43.28
SET2017733,TXN1019514,2025-07-11,338.92
SET2017734,TXN1019515,2025-11-10,87.44
SET2017735,TXN1019516,2025-01-28,60.33
SET2017736,TXN1019517,2025-09-26,54.94
SET2017737,TXN1019518,2025-03-31,66.32
SET2017738,TXN1019519,2025-07-05,40.33
SET2017739,TXN1019520,2025-11-20,113.68
SET2017740,TXN1019521,2025-06-29,66.05
SET2017741,TXN1019522,2025-01-14,315.73
SET2017742,TXN1019523,2025-01-08,47.15
SET2017743,TXN1019524,2025-09-26,60.55
SET2017744,TXN1019526,2025-04-17,297.45
SET2017745,TXN1019527,2025-12-08,20.98
SET2017746,TXN1019528,2025-06-15,71.87
SET2017747,TXN1019529,2025-01-22,85.66
SET2017748,TXN1019530,2025-07-13,27.05
SET2017749,TXN1019532,2025-04-02,31.68
SET2017750,TXN1019533,2025-12-17,68.5
SET2017751,TXN1019535,2025-05-25,49.4
SET2017752,TXN1019536,2025-09-11,74.81
SET2017753,TXN1019537,2025-05-27,50.61
SET2017754,TXN1019538,2025-02-01,63.9
SET2017755,TXN1019539,2025-11-14,158.41
SET2017756,TXN1019540,2025-05-18,47.6
SET2017757,TXN1019541,2025-07-26,7.98
SET2017758,TXN1019542,2025-09-29,64.95
SET2017759,TXN1019543,2025-02-02,70.13
SET2017760,TXN1019544,2025-09-21,77.97
SET2017761,TXN1019545,2025-05-15,57.59
SET2017762,TXN1019546,2025-07-19,33.45
SET2017763,TXN1019547,2025-06-17,54.81
SET2017764,TXN1019548,2025-10-11,273.73
SET2017765,TXN1019549,2025-03-10,64.48
SET2017766,TXN1019550,2025-02-09,112.43
SET2017767,TXN1019551,2025-05-30,29.17
SET2017768,TXN1019552,2025-02-13,52.82
SET2017769,TXN1019553,2025-03-30,29.95
SET2017770,TXN1019554,2025-08-28,187.72
SET2017771,TXN1019555,2025-10-27,17.44
SET2017772,TXN1019556,2025-09-11,89.83
SET2017773,TXN1019557,2025-04-26,87.58
SET2017774,TXN1019558,2025-10-25,83.16
SET2017775,TXN1019559,2025-05-29,10.22
SET2017776,TXN1019560,2025-03-08,13.22
SET2017777,TXN1019561,2025-10-04,73.23
SET2017778,TXN1019562,2025-07-08,31.86
SET2017779,TXN1019563,2025-05-16,39.87
SET2017780,TXN1019564,2025-08-31,47.48
SET2017781,TXN1019565,2025-09-22,28.72
SET2017782,TXN1019566,2025-03-23,25.02
SET2017783,TXN1019567,2025-02-13,66.68
SET2017784,TXN1019569,2025-01-19,44.49
SET2017785,TXN1019570,2025-08-22,39.1
SET2017786,TXN1019571,2025-06-11,65.43
SET2017787,TXN1019572,2025-03-22,450.22
SET2017788,TXN1019573,2025-08-07,30.4
SET2017789,TXN1019574,2025-05-18,92.3
SET2017790,TXN1019576,2025-03-20,104.37
SET2017791,TXN1019577,2025-09-06,56.23
SET2017792,TXN1019578,2025-11-26,211.28
SET2017793,TXN1019579,2025-08-14,115.38
SET2017794,TXN1019580,2025-03-28,116.86
SET2017795,TXN1019581,2025-11-02,21.51
SET2017796,TXN1019583,2025-04-16,44.35
SET2017797,TXN1019584,2025-01-13,33.47
SET2017798,TXN1019585,2025-11-07,40.4
SET2017799,TXN1019586,2025-01-17,63.77
SET2017800,TXN1019587,2025-07-21,96.1
SET2017802,TXN1019589,2025-03-20,140.86
SET2017803,TXN1019590,2025-08-10,84.28
SET2017804,TXN1019591,2025-10-21,69.72
SET2017805,TXN1019592,2025-01-07,51.44
SET2017806,TXN1019593,2025-02-27,54.7
SET2017807,TXN1019596,2025-01-22,88.51
SET2017808,TXN1019597,2025-03-07,228.67
SET2017809,TXN1019598,2025-05-28,59.16
SET2017810,TXN1019599,2025-04-29,34.95
SET2017811,TXN1019600,2025-01-19,144.81
SET2017812,TXN1019601,2025-07-17,13.44
SET2017813,TXN1019602,2025-08-10,153.63
SET2017814,TXN1019603,2025-03-06,21.19
SET2017815,TXN1019604,2025-09-09,112.81
SET2017816,TXN1019605,2025-01-21,45.56
SET2017817,TXN1019606,2025-09-24,86.2
SET2017818,TXN1019607,2025-04-05,353.02
SET2017819,TXN1019608,2025-03-23,34.12
SET2017820,TXN1019609,2025-03-13,29.95
SET2017821,TXN1019611,2025-07-03,225.94
SET2017822,TXN1019613,2025-03-16,69.11
SET2017823,TXN1019614,2025-01-21,76.35
SET2017824,TXN1019615,2025-01-14,29.85
SET2017825,TXN1019616,2025-06-11,76.97
SET2017826,TXN1019618,2025-10-08,192.09
SET2017827,TXN1019619,2025-10-15,126.27
SET2017828,TXN1019620,2025-04-24,23.13
SET2017829,TXN1019621,2025-06-08,53.17
SET2017830,TXN1019622,2025-05-20,101.74
SET2017831,TXN1019623,2025-09-04,30.41
SET2017832,TXN1019624,2025-08-18,25.78
SET2017833,TXN1019625,2025-08-27,46.08
SET2017834,TXN1019627,2025-05-04,152.89
SET2017835,TXN1019628,2025-12-19,80.29
SET2017836,TXN1019629,2025-05-05,478.12
SET2017837,TXN1019630,2025-03-05,38.81
SET2017838,TXN1019631,2025-03-14,120.58
SET2017839,TXN1019632,2025-01-10,27.46
SET2017840,TXN1019633,2025-10-13,241.96
SET2017841,TXN1019634,2025-01-02,197.85
SET2017842,TXN1019635,2025-08-07,117.83
SET2017843,TXN1019636,2025-05-26,16.63
SET2017844,TXN1019637,2025-02-04,116.96
SET2017845,TXN1019638,2025-11-19,34.63
SET2017846,TXN1019639,2025-09-28,95.86
SET2017847,TXN1019640,2025-10-28,20.83
SET2017848,TXN1019641,2025-12-08,82.76
SET2017849,TXN1019642,2025-11-29,50.26
SET2017850,TXN1019644,2025-07-14,107.13
SET2017851,TXN1019645,2025-09-12,64.0
SET2017852,TXN1019646,2025-06-13,56.6
SET2017853,TXN1019647,2025-03-08,120.27
SET2017854,TXN1019648,2025-05-21,305.87
SET2017855,TXN1019649,2025-06-20,83.14
SET2017856,TXN1019650,2025-01-18,15.72
SET2017857,TXN1019651,2025-11-06,19.17
SET2017858,TXN1019652,2025-11-28,70.47
SET2017859,TXN1019653,2025-06-03,151.59
SET2017860,TXN1019654,2025-07-01,74.27
SET2017861,TXN1019655,2025-11-03,100.41
SET2017862,TXN1019656,2025-06-16,63.62
SET2017863,TXN1019657,2025-09-09,142.11
SET2017864,TXN1019658,2025-07-10,109.21
SET2017865,TXN1019659,2025-04-09,29.5
SET2017866,TXN1019660,2025-10-17,95.42
SET2017867,TXN1019662,2025-03-23,95.43
SET2017868,TXN1019663,2025-09-10,53.2
SET2017869,TXN1019664,2025-09-17,75.83
SET2017870,TXN1019665,2025-12-15,81.24
SET2017871,TXN1019666,2025-09-17,83.54
SET2017872,TXN1019667,2025-01-10,207.26
SET2017873,TXN1019668,2025-11-07,68.53
SET2017874,TXN1019669,2025-06-01,77.57
SET2017875,TXN1019670,2025-01-06,193.22
SET2017876,TXN1019671,2025-07-31,304.13
SET2017877,TXN1019672,2025-03-04,65.75
SET2017878,TXN1019673,2025-06-01,44.27
SET2017879,TXN1019674,2025-06-21,46.06
SET2017880,TXN1019675,2025-01-28,95.64
SET2017881,TXN1019676,2025-11-07,56.67
SET2017882,TXN1019677,2025-07-06,16.45
SET2017883,TXN1019678,2025-12-19,163.77
SET2017884,TXN1019679,2025-06-19,128.04
SET2017885,TXN1019680,2025-08-06,166.89
SET2017886,TXN1019681,2025-10-24,195.45
SET2017887,TXN1019682,2025-03-19,77.67
SET2017888,TXN1019683,2025-11-28,82.14
SET2017889,TXN1019685,2025-12-30,25.23
SET2017890,TXN1019686,2025-08-22,50.3
SET2017891,TXN1019687,2025-07-09,63.6
SET2017892,TXN1019688,2025-03-19,139.43
SET2017893,TXN1019689,2025-07-27,43.34
SET2017894,TXN1019690,2025-07-21,37.72
SET2017895,TXN1019691,2025-12-27,47.24
SET2017896,TXN1019692,2025-11-01,97.1
SET2017897,TXN1019693,2025-06-28,63.14
SET2017898,TXN1019694,2025-05-23,20.89
SET2017899,TXN1019695,2025-05-22,24.46
SET2017900,TXN1019696,2025-05-19,74.39
SET2017901,TXN1019697,2025-01-05,76.4
SET2017902,TXN1019698,2025-01-14,68.17
SET2017903,TXN1019699,2025-10-03,45.76
SET2017904,TXN1019700,2025-04-03,125.23
SET2017905,TXN1019701,2025-05-31,89.58
SET2017906,TXN1019703,2025-08-10,89.69
SET2017907,TXN1019704,2025-05-13,239.35
SET2017908,TXN1019705,2025-10-02,29.39
SET2017909,TXN1019706,2025-02-27,47.61
SET2017910,TXN1019707,2025-06-22,50.95
SET2017911,TXN1019708,2025-02-08,182.39
SET2017912,TXN1019709,2025-07-14,49.45
SET2017913,TXN1019710,2025-02-04,35.38
SET2017914,TXN1019711,2025-12-10,61.27
SET2017915,TXN1019712,2025-08-29,72.51
SET2017916,TXN1019713,2025-03-31,173.66
SET2017917,TXN1019714,2025-08-13,49.22
SET2017918,TXN1019715,2025-05-08,38.48
SET2017919,TXN1019716,2025-07-09,32.21
SET2017920,TXN1019717,2025-03-03,50.63
SET2017921,TXN1019718,2025-07-02,518.49
SET2017922,TXN1019720,2025-02-25,107.62
SET2017923,TXN1019721,2025-08-02,66.67
SET2017924,TXN1019722,2025-07-02,74.43
SET2017925,TXN1019723,2025-04-18,125.11
SET2017926,TXN1019724,2025-01-22,104.6
SET2017927,TXN1019725,2025-06-04,88.18
SET2017928,TXN1019726,2025-12-04,67.55
SET2017929,TXN1019727,2025-09-18,50.31
SET2017930,TXN1019728,2025-01-22,93.64
SET2017931,TXN1019729,2025-12-09,71.3
SET2017932,TXN1019730,2025-06-04,367.31
SET2017933,TXN1019731,2025-07-30,154.54
SET2017934,TXN1019732,2025-01-01,38.88
SET2017935,TXN1019733,2025-04-24,26.16
SET2017936,TXN1019734,2025-10-14,48.49
SET2017937,TXN1019735,2025-05-03,28.03
SET2017938,TXN1019736,2025-03-03,46.22
SET2017939,TXN1019737,2025-02-03,30.7
SET2017940,TXN1019738,2025-12-06,51.34
SET2017941,TXN1019739,2025-10-24,51.83
SET2017942,TXN1019741,2025-12-04,56.51
SET2017943,TXN1019742,2025-10-27,32.4
SET2017944,TXN1019743,2025-05-12,176.25
SET2017945,TXN1019745,2025-04-05,43.14
SET2017946,TXN1019746,2025-04-02,32.82
SET2017947,TXN1019747,2025-09-18,20.62
SET2017948,TXN1019748,2025-03-16,19.45
SET2017949,TXN1019749,2025-05-10,154.16
SET2017950,TXN1019750,2025-05-11,141.6
SET2017951,TXN1019751,2025-02-24,41.79
SET2017952,TXN1019752,2025-10-31,198.93
SET2017953,TXN1019753,2025-09-03,109.23
SET2017954,TXN1019754,2025-11-11,78.46
SET2017955,TXN1019756,2025-03-05,109.37
SET2017956,TXN1019757,2025-04-14,75.41
SET2017957,TXN1019758,2025-05-10,55.03
SET2017958,TXN1019759,2025-12-10,61.21
SET2017959,TXN1019760,2025-03-28,18.42
SET2017960,TXN1019761,2025-09-10,35.14
SET2017961,TXN1019762,2025-02-14,281.5
SET2017962,TXN1019764,2025-08-24,15.17
SET2017963,TXN1019765,2025-06-07,137.44
SET2017964,TXN1019766,2025-05-07,81.36
SET2017965,TXN1019767,2025-05-10,85.11
SET2017966,TXN1019768,2025-03-24,58.79
SET2017967,TXN1019769,2025-08-07,138.19
SET2017968,TXN1019770,2025-11-13,226.73
SET2017969,TXN1019771,2025-03-30,43.94
SET2017970,TXN1019772,2025-10-01,110.64
SET2017971,TXN1019774,2025-10-10,42.01
SET2017972,TXN1019775,2025-10-08,223.11
SET2017973,TXN1019776,2025-01-15,162.74
SET2017974,TXN1019779,2025-02-26,25.75
SET2017975,TXN1019780,2025-07-29,38.48
SET2017976,TXN1019781,2025-10-02,115.23
SET2017977,TXN1019782,2025-07-03,153.42
SET2017978,TXN1019783,2025-01-04,72.16
SET2017979,TXN1019786,2025-11-24,49.26
SET2017980,TXN1019787,2025-05-06,130.71
SET2017981,TXN1019788,2025-07-18,48.2
SET2017982,TXN1019789,2025-12-07,39.59
SET2017983,TXN1019790,2025-10-29,20.45
SET2017984,TXN1019791,2025-07-17,41.46
SET2017985,TXN1019792,2025-08-28,60.66
SET2017986,TXN1019793,2025-12-17,27.0
SET2017987,TXN1019794,2025-10-18,16.51
SET2017988,TXN1019796,2025-09-10,29.95
SET2017989,TXN1019797,2025-05-01,23.4
SET2017990,TXN1019798,2025-12-03,234.07
SET2017991,TXN1019799,2025-02-04,131.5
SET2017992,TXN1019800,2025-03-24,151.47
SET2017993,TXN1019801,2025-05-07,99.9
SET2017994,TXN1019802,2025-03-15,190.39
SET2017996,TXN1019804,2025-09-19,50.63
SET2017997,TXN1019805,2025-11-22,28.44
SET2017998,TXN1019806,2025-07-03,23.89
SET2017999,TXN1019807,2025-08-16,59.63
SET2018000,TXN1019808,2025-08-07,27.66
SET2018001,TXN1019809,2025-01-02,35.23
SET2018002,TXN1019810,2025-09-16,59.04
SET2018003,TXN1019811,2025-01-09,204.04
SET2018004,TXN1019812,2025-07-19,19.92
SET2018005,TXN1019813,2025-12-31,68.29
SET2018006,TXN1019814,2025-10-15,24.5
SET2018007,TXN1019815,2025-07-04,42.73
SET2018008,TXN1019817,2025-11-02,33.83
SET2018009,TXN1019819,2025-05-15,74.65
SET2018010,TXN1019820,2025-02-09,116.86
SET2018011,TXN1019821,2025-08-01,43.02
SET2018012,TXN1019822,2025-08-20,182.84
SET2018013,TXN1019823,2025-12-08,46.71
SET2018014,TXN1019825,2025-03-26,57.29
SET2018015,TXN1019826,2025-04-03,120.63
SET2018016,TXN1019827,2025-12-31,337.65
SET2018017,TXN1019828,2025-04-30,53.41
SET2018018,TXN1019829,2025-06-17,65.84
SET2018019,TXN1019830,2025-04-22,47.2
SET2018020,TXN1019831,2025-05-24,41.73
SET2018021,TXN1019832,2025-07-25,38.11
SET2018022,TXN1019833,2025-04-18,65.7
SET2018023,TXN1019835,2025-05-09,36.7
SET2018024,TXN1019836,2025-02-09,5.3
SET2018025,TXN1019837,2025-10-15,201.94
SET2018026,TXN1019838,2025-11-22,248.4
SET2018027,TXN1019839,2025-06-29,112.06
SET2018028,TXN1019840,2025-03-16,33.15
SET2018029,TXN1019841,2025-08-23,24.27
SET2018030,TXN1019842,2025-07-14,19.08
SET2018031,TXN1019843,2025-07-21,111.2
SET2018032,TXN1019844,2025-08-06,183.5
SET2018033,TXN1019845,2025-09-20,76.16
SET2018034,TXN1019846,2025-01-15,132.46
SET2018035,TXN1019847,2025-02-06,95.19
SET2018036,TXN1019849,2025-02-26,149.54
SET2018037,TXN1019850,2025-12-21,142.09
SET2018038,TXN1019851,2025-09-26,30.19
SET2018039,TXN1019852,2025-08-31,127.19
SET2018040,TXN1019853,2025-09-13,59.26
SET2018041,TXN1019854,2025-01-13,54.12
SET2018042,TXN1019855,2025-03-19,90.24
SET2018043,TXN1019856,2025-10-17,88.92
SET2018044,TXN1019857,2025-06-18,135.77
SET2018045,TXN1019858,2025-07-05,33.8
SET2018046,TXN1019859,2025-10-01,104.84
SET2018047,TXN1019860,2025-01-29,26.36
SET2018048,TXN1019861,2025-10-19,57.8
SET2018049,TXN1019862,2025-09-06,60.97
SET2018050,TXN1019863,2025-05-28,144.9
SET2018051,TXN1019864,2025-07-02,67.18
SET2018052,TXN1019865,2025-01-28,54.08
SET2018053,TXN1019866,2025-03-16,208.67
SET2018054,TXN1019867,2025-03-31,47.31
SET2018055,TXN1019868,2025-11-17,45.74
SET2018056,TXN1019869,2025-02-13,14.86
SET2018057,TXN1019870,2025-04-17,56.06
SET2018058,TXN1019871,2025-02-18,31.45
SET2018059,TXN1019872,2025-04-14,46.38
SET2018060,TXN1019873,2025-01-04,80.8
SET2018061,TXN1019874,2025-04-10,27.99
SET2018062,TXN1019875,2025-09-22,34.52
SET2018063,TXN1019877,2025-05-19,44.35
SET2018064,TXN1019878,2025-09-15,31.32
SET2018065,TXN1019879,2025-08-14,370.69
SET2018066,TXN1019880,2025-11-26,222.12
SET2018067,TXN1019881,2025-10-21,195.09
SET2018068,TXN1019882,2025-03-25,23.67
SET2018069,TXN1019883,2025-08-03,57.86
SET2018070,TXN1019884,2025-10-15,25.47
SET2018071,TXN1019885,2025-04-22,291.27
SET2018072,TXN1019886,2025-07-29,129.65
SET2018073,TXN1019887,2025-05-27,28.73
SET2018074,TXN1019888,2025-04-23,89.62
SET2018076,TXN1019890,2025-01-13,59.79
SET2018077,TXN1019891,2025-10-02,57.95
SET2018078,TXN1019892,2025-10-26,120.51
SET2018079,TXN1019893,2025-08-26,146.98
SET2018080,TXN1019895,2025-01-07,55.75
SET2018081,TXN1019896,2025-08-19,5.01
SET2018082,TXN1019897,2025-03-14,232.69
SET2018083,TXN1019898,2025-07-21,39.41
SET2018084,TXN1019899,2025-12-21,72.36
SET2018085,TXN1019900,2025-01-02,406.37
SET2018086,TXN1019901,2025-07-30,25.66
SET2018087,TXN1019902,2025-12-29,67.83
SET2018088,TXN1019903,2025-05-03,99.23
SET2018089,TXN1019904,2025-10-26,159.81
SET2018090,TXN1019905,2025-10-30,66.75
SET2018091,TXN1019906,2025-06-27,170.8
SET2018092,TXN1019907,2025-04-23,47.82
SET2018093,TXN1019908,2025-09-06,103.01
SET2018094,TXN1019910,2025-06-23,62.0
SET2018095,TXN1019911,2025-03-13,86.38
SET2018096,TXN1019912,2025-09-29,33.13
SET2018097,TXN1019913,2025-03-19,52.51
SET2018098,TXN1019914,2025-02-19,23.82
SET2018099,TXN1019915,2025-01-26,46.84
SET2018100,TXN1019916,2025-06-13,165.76
SET2018101,TXN1019917,2025-02-13,93.35
SET2018102,TXN1019918,2025-05-03,85.31
SET2018103,TXN1019919,2025-03-30,18.56
SET2018104,TXN1019920,2025-06-17,86.15
SET2018105,TXN1019921,2025-10-11,63.42
SET2018106,TXN1019922,2025-06-14,102.51
SET2018107,TXN1019923,2025-07-23,201.66
SET2018108,TXN1019924,2025-02-22,48.08
SET2018109,TXN1019925,2025-02-11,51.81
SET2018110,TXN1019926,2025-12-23,139.0
SET2018111,TXN1019927,2025-08-15,41.15
SET2018112,TXN1019928,2025-01-06,71.52
SET2018113,TXN1019929,2025-07-26,13.5
SET2018114,TXN1019930,2025-01-04,52.12
SET2018115,TXN1019931,2025-01-29,189.43
SET2018116,TXN1019932,2025-05-17,87.21
SET2018117,TXN1019933,2025-08-28,136.94
SET2018118,TXN1019934,2025-08-15,143.32
SET2018119,TXN1019935,2025-10-16,196.25
SET2018120,TXN1019936,2025-03-08,50.51
SET2018121,TXN1019937,2025-03-11,141.72
SET2018122,TXN1019938,2025-07-14,402.66
SET2018123,TXN1019939,2025-11-14,65.3
SET2018124,TXN1019940,2025-09-21,23.2
SET2018125,TXN1019941,2025-09-02,41.43
SET2018127,TXN1019944,2025-12-28,36.25
SET2018128,TXN1019945,2025-08-01,51.22
SET2018129,TXN1019946,2025-05-03,72.81
SET2018130,TXN1019947,2025-08-30,280.68
SET2018131,TXN1019948,2025-08-23,115.61
SET2018132,TXN1019949,2025-12-08,27.36
SET2018133,TXN1019950,2025-02-10,1471.57
SET2018134,TXN1019951,2025-07-08,65.81
SET2018135,TXN1019952,2025-09-16,17.39
SET2018136,TXN1019953,2025-05-08,29.06
SET2018137,TXN1019954,2025-11-03,29.2
SET2018138,TXN1019956,2025-02-08,100.52
SET2018139,TXN1019957,2025-10-17,7.9
SET2018140,TXN1019958,2025-02-15,146.32
SET2018141,TXN1019959,2025-06-02,127.94
SET2018142,TXN1019960,2025-04-13,46.28
SET2018143,TXN1019961,2025-09-09,138.74
SET2018144,TXN1019962,2025-01-05,27.82
SET2018145,TXN1019963,2025-05-11,33.99
SET2018146,TXN1019964,2025-12-26,103.51
SET2018147,TXN1019965,2025-05-15,56.39
SET2018148,TXN1019967,2025-12-27,60.9
SET2018149,TXN1019968,2025-08-10,191.52
SET2018150,TXN1019969,2025-10-03,185.67
SET2018151,TXN1019970,2025-12-17,93.78
SET2018152,TXN1019971,2025-08-14,50.18
SET2018153,TXN1019972,2025-11-01,101.2
SET2018154,TXN1019973,2025-07-06,33.45
SET2018155,TXN1019974,2025-10-25,169.89
SET2018156,TXN1019975,2025-08-23,142.64
SET2018157,TXN1019976,2025-05-04,312.71
SET2018158,TXN1019977,2025-07-23,35.1
SET2018159,TXN1019978,2025-05-03,31.78
SET2018160,TXN1019979,2025-05-25,103.65
SET2018161,TXN1019980,2025-04-17,53.57
SET2018162,TXN1019981,2025-06-29,148.33
SET2018163,TXN1019982,2025-05-07,191.36
SET2018164,TXN1019983,2025-08-18,260.41
SET2018165,TXN1019984,2025-05-15,69.88
SET2018166,TXN1019986,2025-02-21,44.1
SET2018167,TXN1019987,2025-05-22,79.34
SET2018168,TXN1019988,2025-05-10,63.9
SET2018169,TXN1019989,2025-12-17,61.23
SET2018170,TXN1019990,2025-06-13,286.9
SET2018171,TXN1019991,2025-01-09,22.79
SET2018172,TXN1019992,2025-04-23,66.42
SET2018173,TXN1019993,2025-09-24,69.62
SET2018174,TXN1019995,2025-03-01,27.72
SET2018175,TXN1019996,2025-05-17,52.5
SET2018176,TXN1019997,2025-05-11,41.4
SET2018177,TXN1019999,2025-01-13,169.01
SET2018178,TXN1020000,2025-09-21,20.57
SET2018179,TXN1020001,2025-03-21,18.49
SET2018180,TXN1020002,2025-09-17,142.32
SET2018181,TXN1020003,2025-07-26,51.01
SET2018182,TXN1020004,2025-03-15,52.45
SET2018183,TXN1020005,2025-06-21,53.25
SET2018184,TXN1020007,2025-09-14,42.89
SET2018186,TXN1020009,2025-05-20,26.76
SET2018187,TXN1020010,2025-02-27,86.84
SET2018188,TXN1020011,2025-05-14,137.3
SET2018189,TXN1020012,2025-05-25,205.22
SET2018190,TXN1020014,2025-12-24,52.6
SET2018191,TXN1020015,2025-04-13,239.53
SET2018192,TXN1020017,2025-07-20,56.87
SET2018193,TXN1020018,2025-04-27,66.89
SET2018194,TXN1020019,2025-06-15,84.57
SET2018195,TXN1020020,2025-09-22,49.48
SET2018196,TXN1020022,2025-07-05,98.73
SET2018197,TXN1020023,2025-01-08,27.34
SET2018198,TXN1020024,2025-01-17,45.07
SET2018199,TXN1020026,2025-03-01,54.36
SET2018200,TXN1020027,2025-05-09,82.76
SET2018201,TXN1020028,2025-12-08,77.04
SET2018202,TXN1020029,2025-11-29,37.49
SET2018203,TXN1020031,2025-12-28,66.96
SET2018204,TXN1020032,2025-08-20,215.06
SET2018205,TXN1020033,2025-07-22,211.06
SET2018206,TXN1020034,2025-10-17,28.58
SET2018207,TXN1020035,2025-06-26,45.05
SET2018208,TXN1020036,2025-04-07,47.76
SET2018209,TXN1020037,2025-07-13,85.68
SET2018210,TXN1020038,2025-09-22,119.24
SET2018211,TXN1020040,2025-03-04,42.92
SET2018212,TXN1020041,2025-12-09,249.96
SET2018213,TXN1020042,2025-04-14,46.96
SET2018214,TXN1020043,2025-10-28,120.72
SET2018215,TXN1020044,2025-04-24,64.73
SET2018216,TXN1020045,2025-01-24,63.3
SET2018217,TXN1020046,2025-12-31,114.32
SET2018218,TXN1020047,2025-08-03,229.16
SET2018219,TXN1020048,2025-03-22,85.11
SET2018220,TXN1020049,2025-01-01,45.1
SET2018221,TXN1020050,2025-02-17,217.9
SET2018222,TXN1020051,2025-03-04,99.0
SET2018223,TXN1020052,2025-12-04,76.42
SET2018224,TXN1020054,2025-03-01,86.3
SET2018225,TXN1020055,2025-11-02,476.07
SET2018226,TXN1020056,2025-11-17,66.79
SET2018227,TXN1020057,2025-03-18,167.29
SET2018228,TXN1020058,2025-08-28,94.97
SET2018229,TXN1020059,2025-07-15,94.72
SET2018230,TXN1020060,2025-07-31,49.92
SET2018231,TXN1020061,2025-04-24,50.11
SET2018232,TXN1020062,2025-10-02,99.22
SET2018233,TXN1020063,2025-11-19,33.29
SET2018234,TXN1020064,2025-09-23,42.08
SET2018235,TXN1020065,2025-11-26,67.51
SET2018236,TXN1020067,2025-08-28,71.12
SET2018237,TXN1020068,2025-12-31,70.23
SET2018238,TXN1020069,2025-07-15,28.59
SET2018239,TXN1020070,2025-12-10,258.93
SET2018240,TXN1020071,2025-05-08,161.69
SET2018241,TXN1020072,2025-11-25,176.93
SET2018242,TXN1020073,2025-12-09,20.86
SET2018243,TXN1020074,2025-08-18,88.34
SET2018244,TXN1020075,2025-09-16,31.48
SET2018245,TXN1020076,2025-07-10,123.63
SET2018246,TXN1020077,2025-04-27,86.26
SET2018247,TXN1020078,2025-07-15,100.99
SET2018248,TXN1020079,2025-12-18,37.59
SET2018249,TXN1020080,2025-01-06,29.02
SET2018250,TXN1020081,2025-03-18,39.94
SET2018251,TXN1020082,2025-07-02,85.31
SET2018252,TXN1020083,2025-05-04,54.94
SET2018253,TXN1020084,2025-08-16,81.66
SET2018254,TXN1020085,2025-05-12,29.39
SET2018255,TXN1020086,2025-08-29,66.34
SET2018256,TXN1020087,2025-02-08,203.58
SET2018257,TXN1020088,2025-05-02,87.0
SET2018258,TXN1020089,2025-09-10,91.46
SET2018259,TXN1020090,2025-06-22,92.05
SET2018260,TXN1020091,2025-09-18,44.28
SET2018261,TXN1020092,2025-08-21,246.01
SET2018262,TXN1020093,2025-04-30,88.73
SET2018263,TXN1020094,2025-06-06,76.84
SET2018264,TXN1020095,2025-12-19,115.54
SET2018265,TXN1020096,2025-12-18,141.54
SET2018266,TXN1020097,2025-01-13,24.62
SET2018267,TXN1020099,2025-06-29,398.67
SET2018268,TXN1020100,2025-01-01,250.7
SET2018269,TXN1020101,2025-08-20,61.24
SET2018270,TXN1020102,2025-01-09,119.39
SET2018271,TXN1020103,2025-04-27,51.35
SET2018272,TXN1020104,2025-09-09,88.49
SET2018273,TXN1020105,2025-10-25,46.22
SET2018274,TXN1020106,2025-05-31,45.59
SET2018275,TXN1020107,2025-10-23,41.53
SET2018276,TXN1020108,2025-11-04,256.17
SET2018277,TXN1020109,2025-06-14,45.41
SET2018278,TXN1020110,2025-03-05,166.24
SET2018279,TXN1020112,2025-01-07,43.08
SET2018280,TXN1020113,2025-11-23,91.06
SET2018281,TXN1020114,2025-05-22,23.59
SET2018282,TXN1020115,2025-10-05,113.49
SET2018283,TXN1020116,2025-09-26,59.81
SET2018284,TXN1020118,2025-12-21,36.15
SET2018285,TXN1020119,2025-10-18,322.81
SET2018286,TXN1020121,2025-02-04,62.73
SET2018287,TXN1020122,2025-06-26,134.07
SET2018288,TXN1020123,2025-12-14,34.01
SET2018289,TXN1020124,2025-10-24,165.25
SET2018290,TXN1020125,2025-06-15,64.81
SET2018291,TXN1020126,2025-01-27,22.04
